,building_id,manager_id,display_address,street_address
7051,3254,817,12902,5943
7052,0,3004,3896,14024
7053,1097,687,7030,21898
7054,1,2953,9725,5637
7055,1,0,13424,4092
7056,1,788,0,11887
7057,4803,1444,7683,565
7058,4021,841,11872,12392
7059,807,2293,11138,20520
7060,0,321,8633,41
7061,5707,2729,3074,18279
7062,1470,2053,12226,13955
7063,4242,1098,10251,150
7064,5375,591,32,19007
7065,2676,1057,11020,14648
7066,0,2482,32,4795
7067,4204,2146,9631,21320
7068,6058,2626,9110,2667
7069,1,1828,9309,16296
7070,5533,2822,4679,16867
7071,3447,2289,0,14444
7072,1,1401,9326,6705
7073,1,150,32,13971
7074,4904,349,10243,3499
7075,5148,2392,12394,15974
7076,1,275,32,20027
7077,569,2955,1091,3289
7078,6369,256,8611,11788
7079,3254,2498,12903,5944
7080,1050,627,8005,8146
7081,6106,1926,7455,1883
7082,6320,1344,9056,15107
7083,5799,2425,13344,15063
7084,1,685,13119,20327
7085,4894,2589,11511,9376
7086,5182,908,10224,22217
7087,1410,1737,9011,14835
7088,2916,1872,0,16235
7089,3787,3004,12442,9081
7090,3583,2295,9023,17532
7091,6009,2638,8036,10875
7092,3266,907,9525,5709
7093,4968,1208,10738,4271
7094,5297,1169,7442,10739
7095,3828,3109,13541,6587
7096,3326,217,9419,1406
7097,312,2767,13225,7124
7098,3926,776,7766,10329
7099,4578,3154,1000,3015
7100,1244,1964,8355,1986
7101,1,1828,9269,17922
7102,3759,1084,10772,12553
7103,3077,1312,32,13526
7104,1,3093,12263,23575
7105,6271,818,32,8555
7106,4254,3256,10028,7336
7107,2482,151,3285,910
7108,1,1205,13257,14288
7109,1,3045,7057,10194
7110,100,1567,7084,5617
7111,2159,194,32,13045
7112,2456,2212,13050,2763
7113,1,101,13291,16284
7114,1,305,9381,8505
7115,1,3262,7267,9326
7116,2325,2443,7389,13902
7117,4094,3170,9329,6067
7118,6402,3065,8562,16593
7119,4558,2212,7231,5539
7120,2750,1180,12076,10252
7121,331,2153,6675,10163
7122,6008,2497,9312,3527
7123,4092,1956,1240,3857
7124,1,1315,11038,14652
7125,1,1085,9118,9501
7126,848,2293,11731,8212
7127,2133,627,12191,1909
7128,1410,1737,9011,14835
7129,1,2359,9147,1772
7130,268,3004,12637,17590
7131,925,1189,8240,2727
7132,1,2453,7947,23073
7133,173,0,3132,10923
7134,111,1737,7848,12649
7135,1024,1084,11065,5088
7136,936,1413,6050,21265
7137,3250,43,5461,22946
7138,4951,1176,9568,22719
7139,6375,1242,1552,4985
7140,259,1217,7919,11920
7141,4757,1344,9103,8181
7142,3961,2271,12535,8041
7143,1196,1097,1631,5197
7144,2906,1346,11357,14105
7145,1,533,9312,11953
7146,1,2021,7481,121
7147,6263,661,12903,19628
7148,1,631,9631,21320
7149,248,3004,9722,12746
7150,6009,2757,9056,10928
7151,4043,2407,32,7767
7152,4345,2617,13348,6822
7153,3343,2535,11872,12029
7154,3383,2959,11702,8511
7155,6315,2584,10244,3425
7156,5532,2010,11136,9824
7157,1470,3004,12221,13953
7158,3239,494,8575,18587
7159,5721,885,7055,6844
7160,721,1364,4308,15368
7161,113,1294,12096,20766
7162,2500,2338,13245,18471
7163,4300,1970,12679,19394
7164,1,1591,10651,23019
7165,3114,1242,1485,4759
7166,866,3036,10841,21748
7167,328,3004,11583,4835
7168,4086,578,9031,13451
7169,6080,3326,8856,13008
7170,599,3280,32,17706
7171,1,1873,8998,16501
7172,1,2613,1885,6043
7173,5786,1156,535,11777
7174,2589,132,12433,4057
7175,2639,665,11178,4885
7176,1,2161,13431,7908
7177,2930,1128,7551,5626
7178,1,688,13473,10039
7179,2110,2651,11749,9076
7180,3436,1811,10060,881
7181,1393,766,13054,1375
7182,1,1723,9110,10934
7183,1059,578,7984,3615
7184,4460,1057,10771,5883
7185,3130,2194,8111,9126
7186,5223,2946,32,15211
7187,896,1586,12962,7471
7188,1,313,9251,15749
7189,2429,732,9157,10940
7190,1047,2971,2481,8639
7191,0,2900,11195,647
7192,0,491,6183,21583
7193,3016,2174,6646,22460
7194,2334,2940,13263,13090
7195,4732,0,7566,1886
7196,1455,1175,12512,9086
7197,4016,1444,9163,3349
7198,1864,2828,7558,5693
7199,2685,2317,11072,1902
7200,2024,1444,5896,21763
7201,2529,2610,32,15953
7202,4065,1655,4408,7345
7203,6201,2757,13524,22437
7204,3815,1259,12226,17837
7205,4474,2890,9843,13841
7206,0,3205,13618,670
7207,3962,2236,9238,18454
7208,4505,2236,9306,5871
7209,1,208,2451,8493
7210,337,725,13541,5756
7211,3921,1444,12940,9559
7212,1,670,10790,17118
7213,6042,1813,7267,9332
7214,5707,1363,1784,18276
7215,229,2353,12201,17578
7216,1431,812,7732,9839
7217,5914,2435,9183,11025
7218,0,3302,4183,21623
7219,4038,2640,8126,9132
7220,0,2039,1776,3943
7221,2593,2149,4272,15176
7222,1,1123,9335,8415
7223,1547,2342,9157,13019
7224,5984,2902,12312,18497
7225,5798,1811,12164,276
7226,4813,3004,12895,22384
7227,3989,1873,13339,19052
7228,4082,1467,6954,4616
7229,4287,2436,11346,22325
7230,0,0,2523,8780
7231,1,1360,9595,3830
7232,138,1444,13190,10798
7233,4929,2499,8035,13399
7234,229,1548,13257,17605
7235,6534,1046,9087,3340
7236,1,738,12862,23672
7237,3587,0,9803,4591
7238,4335,642,8521,7576
7239,4499,3047,9020,1950
7240,2464,2141,13339,9923
7241,3254,1282,12903,5944
7242,2229,720,32,8426
7243,6032,602,4387,15697
7244,5074,898,32,9859
7245,4203,898,9186,4478
7246,5174,2482,11686,3063
7247,6042,339,7265,9323
7248,1,1085,13411,4251
7249,1,973,4427,15867
7250,3267,2757,8316,14253
7251,1,533,9387,2150
7252,703,262,11715,21886
7253,4267,1294,9469,14568
7254,4301,582,7137,20096
7255,0,1446,2958,10413
7256,4335,2352,8521,7576
7257,0,332,10020,19415
7258,3969,2379,10777,21747
7259,1,1690,9595,4483
7260,380,405,10541,10230
7261,4154,3004,11108,164
7262,1,1400,2187,9884
7263,3781,43,12244,15872
7264,1,1261,9459,10622
7265,3416,3083,7721,1547
7266,4340,1462,9175,18874
7267,4790,33,8216,8250
7268,2133,1708,13252,1920
7269,268,557,12641,17593
7270,1,3227,8840,1570
7271,2748,2960,8496,11111
7272,569,1156,13583,3288
7273,2536,869,8575,11635
7274,1,318,7036,1211
7275,1209,1567,8946,2959
7276,2826,763,7373,16923
7277,5162,907,9725,5637
7278,2448,1743,32,7422
7279,0,2235,11072,528
7280,4250,1098,32,21733
7281,1,2476,9871,10648
7282,2664,2577,13296,10206
7283,4450,1098,12858,14450
7284,6032,1309,9202,15714
7285,4048,994,10454,8709
7286,542,2271,8533,331
7287,615,2212,13079,11194
7288,2722,3004,12162,5904
7289,2220,818,12201,16946
7290,0,1258,3195,11200
7291,6100,304,8395,15602
7292,1,2736,13536,23740
7293,3237,1242,10310,4955
7294,5291,2039,32,8457
7295,1,1372,10759,21396
7296,6320,665,8040,15075
7297,3040,1444,7486,3239
7298,1,295,9807,20590
7299,6552,2124,32,1251
7300,567,561,13303,8547
7301,1869,2058,10810,23403
7302,1,3176,32,19362
7303,774,1462,8975,17158
7304,786,1355,11055,10772
7305,3077,2605,12273,13513
7306,4731,1855,3709,13285
7307,3077,405,32,13526
7308,1209,3004,8946,2959
7309,1,3274,13054,1375
7310,4015,2236,12920,19396
7311,6428,1265,10541,10485
7312,6001,2039,32,10686
7313,1,1207,32,13658
7314,3755,3124,2797,9927
7315,5830,1542,12139,2884
7316,737,478,9309,7106
7317,1057,1970,8515,15003
7318,5508,595,12254,13959
7319,6042,907,7265,9323
7320,1,115,9329,5873
7321,5790,3283,6031,17410
7322,594,701,9134,10938
7323,4528,3083,12571,3716
7324,450,1057,10363,250
7325,5714,3187,8050,12789
7326,5786,1057,534,11776
7327,1,2953,13137,1053
7328,5028,2713,13029,8952
7329,5609,3004,32,5664
7330,5819,1125,7939,8707
7331,5739,3295,10229,18554
7332,3815,1062,13263,17852
7333,2178,2563,11843,19904
7334,5356,2538,12202,14272
7335,4922,487,8898,7506
7336,4777,2477,965,2872
7337,3739,2721,9977,18704
7338,1,1085,32,3723
7339,5609,1792,5039,5666
7340,1,305,9269,10019
7341,0,1828,5425,19470
7342,5663,2783,8939,18670
7343,384,2176,5431,22169
7344,3941,3132,950,2837
7345,1,3212,7863,2941
7346,5888,720,7701,9756
7347,5828,1442,13357,3413
7348,661,2338,32,12597
7349,498,2253,12610,11682
7350,1,2312,1806,5683
7351,398,841,12408,16019
7352,1,3286,7199,9812
7353,1050,1749,9036,8175
7354,1,2736,13536,23740
7355,1792,2757,9568,11472
7356,4759,2640,8533,11938
7357,2013,1444,13264,12273
7358,1058,2741,10987,16467
7359,1990,2497,9260,15888
7360,0,3004,4059,14517
7361,4246,332,10381,12258
7362,6245,425,10756,56
7363,500,3004,8035,1552
7364,1,3004,4994,17678
7365,1665,2890,32,17688
7366,4721,1873,6848,8619
7367,954,2896,12654,2411
7368,0,3022,4489,16121
7369,6263,1257,5479,19628
7370,3787,1819,13374,9096
7371,3250,457,5896,22949
7372,1,243,12975,6819
7373,5859,2536,8488,18642
7374,3067,3249,12244,19871
7375,1470,2946,13263,13975
7376,6345,2721,9377,6295
7377,1,208,2793,9923
7378,4340,3004,9175,18874
7379,0,1436,5173,18540
7380,6263,661,12903,19628
7381,4503,2051,8083,3308
7382,1,2734,11888,3159
7383,0,253,2056,6760
7384,0,3306,1721,5465
7385,2878,1727,7091,116
7386,1,3212,10035,20
7387,4619,3072,1085,3279
7388,4929,1264,9056,13455
7389,1954,1805,7433,22841
7390,1,1401,13672,1067
7391,2792,3073,12222,5049
7392,2464,1491,13339,9923
7393,1,470,6958,17129
7394,1,2508,32,7421
7395,2669,2293,11789,10287
7396,5040,3004,7322,1749
7397,2368,2844,1669,5316
7398,0,763,9247,16000
7399,816,2923,10346,1689
7400,2644,3004,9345,13024
7401,5162,1451,9722,5636
7402,4904,732,10244,3500
7403,4401,1217,12179,589
7404,1773,3004,8984,20001
7405,2878,2805,7090,115
7406,4986,1358,9595,3184
7407,1,1986,7017,4276
7408,6298,3045,7373,17214
7409,1,3024,6037,15421
7410,3572,2124,7766,14671
7411,4314,581,9938,948
7412,3826,1496,2723,9655
7413,6263,481,12900,19626
7414,2247,26,3552,12493
7415,3544,2662,32,12838
7416,173,3004,8998,10923
7417,5269,2966,13254,13864
7418,3160,1619,10035,229
7419,4577,2253,9633,10958
7420,1,1205,13101,20079
7421,607,1460,32,6486
7422,1,2613,2755,9786
7423,4295,1298,9343,5874
7424,3989,749,13339,19052
7425,1922,2271,9377,13694
7426,1,3254,312,838
7427,824,2358,8586,11450
7428,6185,2048,9276,16332
7429,2725,3152,12884,9088
7430,1,159,12962,7471
7431,3194,591,11460,21181
7432,1,380,13150,20013
7433,5344,3056,9817,16737
7434,5501,108,13496,20944
7435,1,3004,32,10416
7436,6500,1386,11434,17125
7437,5162,3004,9580,5632
7438,6235,2615,9722,11474
7439,2799,2776,4574,16448
7440,2022,1448,12616,899
7441,1,172,13074,7073
7442,1,921,9150,13569
7443,2767,51,11297,21680
7444,532,2039,9150,13569
7445,1,208,3214,11268
7446,0,2063,8103,20897
7447,3227,3045,11776,15035
7448,6009,1444,9056,10928
7449,1548,1298,13357,1379
7450,1,2081,9238,5869
7451,5839,2751,11419,2509
7452,4872,2422,10209,1029
7453,6552,497,32,1251
7454,4627,2482,1955,6313
7455,5871,1444,13257,16526
7456,1209,2119,7861,2940
7457,437,2447,2815,9973
7458,1050,1298,32,8177
7459,3239,623,8575,18587
7460,0,0,8605,5125
7461,3311,3326,9011,11735
7462,3815,2870,13263,17852
7463,2013,1298,13264,12273
7464,1,159,11067,21248
7465,661,2498,32,12597
7466,1,722,9568,2207
7467,1470,1313,13263,13975
7468,3010,1028,10433,10964
7469,5839,741,11419,2509
7470,4511,0,13666,4898
7471,1817,1298,13364,5963
7472,450,588,10363,250
7473,5707,2058,5123,18323
7474,6345,1175,8639,6281
7475,4183,2279,8959,3290
7476,5313,811,10051,238
7477,6340,507,12244,16838
7478,5145,3309,8336,6664
7479,3815,2870,13263,17852
7480,703,1298,12954,21894
7481,1864,330,7558,5693
7482,105,1200,8975,869
7483,1,2904,9595,5522
7484,5971,2271,13524,14813
7485,3428,2497,10244,557
7486,3671,1873,7057,10194
7487,2494,1970,12679,15981
7488,2678,2021,2171,7241
7489,437,2447,2815,9973
7490,248,588,9725,12747
7491,1733,404,8530,16192
7492,1649,1576,32,5457
7493,170,69,32,1519
7494,6320,2601,8036,15073
7495,925,2559,8240,2727
7496,1,208,1849,5868
7497,1,1828,9269,17779
7498,780,3004,9122,5513
7499,610,2870,9335,15119
7500,4395,2058,3405,11884
7501,4320,1036,964,2871
7502,3910,1057,9725,13612
7503,5177,3295,8605,4475
7504,1,1828,5458,14364
7505,1,217,12418,12870
7506,6406,1444,13210,17065
7507,6320,1217,9056,15107
7508,480,2455,2021,6595
7509,6062,2617,13355,19731
7510,5061,2048,9309,6703
7511,1,1050,9011,6511
7512,1,2502,8917,17797
7513,3250,709,5461,22946
7514,4759,1128,8531,11279
7515,1,1495,13296,3408
7516,3239,647,8575,18587
7517,0,0,12008,19294
7518,1,3114,12950,10724
7519,5254,1501,6903,3610
7520,1548,1606,13357,1379
7521,4132,2875,8026,5806
7522,1,531,10612,23393
7523,6320,2640,8040,15075
7524,2536,3004,32,11640
7525,3949,43,13523,21374
7526,2889,1293,8391,16092
7527,0,2979,2879,10171
7528,3354,687,4775,914
7529,6196,2106,10950,848
7530,2075,1413,759,2252
7531,337,725,32,5756
7532,2193,1180,8070,2141
7533,1,531,9859,23346
7534,687,2075,8840,13006
7535,0,1550,9741,6468
7536,5835,2212,10849,4445
7537,1034,2281,8381,11722
7538,3250,43,5461,22946
7539,1486,3004,12248,20425
7540,1922,2667,9377,13694
7541,1,217,10229,17939
7542,0,1429,32,2266
7543,1,1905,10381,153
7544,125,2236,13369,15065
7545,4490,818,8144,10998
7546,1,2947,13646,907
7547,450,292,10363,250
7548,3921,268,12940,9559
7549,3089,2605,12221,16228
7550,4171,3004,8227,13624
7551,1066,262,6983,28
7552,4769,1307,12954,9561
7553,3343,2767,13089,12039
7554,1,367,13257,17605
7555,2266,1156,7953,7247
7556,6061,1319,32,11392
7557,3117,2168,949,2830
7558,1337,1508,13355,11986
7559,5288,1553,9157,15255
7560,4597,740,1365,4320
7561,6235,2615,9722,11474
7562,1,3032,7757,15952
7563,1,2438,11185,23710
7564,2767,588,11297,21680
7565,5192,980,13672,2906
7566,2884,769,10354,14537
7567,4490,898,9115,11021
7568,0,2742,9608,1271
7569,2628,3126,9110,10934
7570,3119,2640,7387,5790
7571,1,2266,10124,4852
7572,795,2050,10858,817
7573,3853,3004,12367,13704
7574,1,2206,13612,3177
7575,1,2340,9276,16332
7576,3727,1497,10574,17552
7577,2850,1142,13541,22396
7578,4845,2779,7709,12568
7579,2112,3004,7575,15407
7580,4688,2684,7500,17151
7581,5162,803,9725,5637
7582,6154,2039,8229,15533
7583,0,3004,1489,10389
7584,4664,2601,6038,11008
7585,4964,1915,6549,4534
7586,4490,3065,9115,11021
7587,1,1091,10820,2347
7588,4231,2654,9362,14099
7589,2259,2058,2578,9064
7590,236,1298,13330,18000
7591,5707,1119,3074,18279
7592,567,2394,9897,8548
7593,1,55,10849,14861
7594,1,935,8153,4019
7595,4950,1964,8019,8153
7596,3558,3004,301,802
7597,4001,401,9641,2976
7598,3225,2501,32,9506
7599,1311,696,12344,16844
7600,5500,1263,516,21939
7601,1,1723,9595,9632
7602,3254,588,12903,5944
7603,4045,2843,8939,18312
7604,229,1444,13257,17605
7605,6062,566,12407,19712
7606,430,1273,12999,8044
7607,3785,308,9247,17754
7608,3264,2766,9335,8415
7609,6534,1679,8099,3314
7610,6062,672,12407,19712
7611,6298,3256,7375,17215
7612,1004,2870,13271,20017
7613,1685,1248,4123,14693
7614,0,1894,6587,22319
7615,0,1717,5415,19441
7616,6032,1956,4387,15697
7617,3308,444,9381,5169
7618,1,1950,13369,15065
7619,2436,1196,11127,693
7620,1,3004,1530,4918
7621,1,1128,12151,4053
7622,3480,2338,11058,15386
7623,6382,588,32,21023
7624,3007,1159,11178,4431
7625,3523,2136,11154,7771
7626,1877,776,10368,19189
7627,1058,2901,10987,16467
7628,3815,3065,13263,17852
7629,5538,749,12276,19035
7630,5666,2338,8835,13258
7631,1,1504,7442,22844
7632,5217,907,12858,22662
7633,3428,3162,10233,579
7634,3815,2119,13263,17852
7635,3738,2212,12664,17599
7636,1690,1050,7523,22608
7637,980,219,9343,4713
7638,6235,1228,9722,11474
7639,2974,1057,7373,17087
7640,2907,2236,9211,21202
7641,3428,1758,10244,580
7642,0,0,9347,12071
7643,4389,1128,13671,2587
7644,4137,470,11963,349
7645,6009,3053,9056,10928
7646,1410,1737,9011,14835
7647,1,2671,11414,11038
7648,1470,568,13263,13975
7649,4094,3007,8548,6037
7650,4094,2236,9329,6067
7651,1967,2542,32,8173
7652,980,2662,8571,4693
7653,3266,1926,9523,5707
7654,6271,728,32,8555
7655,1,2546,7179,13318
7656,4629,2783,1774,3565
7657,5670,1294,11839,18182
7658,4267,2732,9469,14568
7659,3942,2870,13263,15062
7660,1,2752,9595,9632
7661,5891,2226,1151,3504
7662,3787,812,12443,9082
7663,6009,3126,9056,10928
7664,1,1478,32,9353
7665,2690,129,12327,16046
7666,1975,2742,32,11533
7667,1531,2805,7633,13322
7668,6488,2403,12437,8528
7669,6225,3126,9056,1232
7670,6009,3004,8035,10874
7671,3503,914,3945,16910
7672,1,2266,10443,22493
7673,1,1297,8946,2959
7674,2066,1515,5458,14364
7675,0,388,2482,8640
7676,1,738,10252,23366
7677,5870,1697,7975,8812
7678,546,3004,12986,14074
7679,2687,1758,9056,7587
7680,2907,2236,9211,21202
7681,4420,2154,7243,22485
7682,82,2581,12122,3708
7683,1,2613,32,11273
7684,5994,2380,1869,5973
7685,4509,1153,10998,541
7686,1,3307,11136,722
7687,1,3179,11144,2289
7688,4509,3004,10998,541
7689,3989,3004,12374,19038
7690,3738,2046,12664,17599
7691,444,1873,9488,8307
7692,3057,1050,12950,4605
7693,4818,741,32,4815
7694,4450,1390,12862,14451
7695,1,2752,7259,3503
7696,6184,574,10243,5210
7697,3067,971,13271,19881
7698,1,2458,13355,11986
7699,1,1533,3264,11463
7700,5470,1293,13672,4449
7701,5005,1110,32,15909
7702,297,253,2072,6830
7703,883,2953,9568,8759
7704,616,776,12305,3384
7705,1,541,6128,14470
7706,2708,3136,12002,11042
7707,6020,2946,10852,10667
7708,795,1569,10858,817
7709,4161,3288,13538,21354
7710,3124,1762,13502,10378
7711,2785,3004,1060,10414
7712,1,1533,6542,22269
7713,1,2661,13045,13214
7714,1,531,9523,23308
7715,1057,2236,9312,15024
7716,1057,2236,9312,15024
7717,3266,138,9574,5703
7718,4092,2939,8487,3856
7719,4831,523,13521,20966
7720,5258,3035,9033,11651
7721,6320,444,8040,15075
7722,2758,1128,8657,7033
7723,1,3262,10363,250
7724,969,261,13330,18141
7725,2542,1567,1774,6955
7726,2524,1515,11157,20106
7727,3310,1855,7525,19654
7728,6020,444,10842,10664
7729,5707,3053,3074,18279
7730,1863,503,8370,14992
7731,6283,2051,8074,5815
7732,3246,1477,0,6359
7733,3838,2610,8521,18673
7734,1,1495,8917,6043
7735,3637,2271,11572,10714
7736,1393,273,11824,1359
7737,1,208,2451,8493
7738,5748,168,7920,9120
7739,5485,561,13254,11984
7740,4082,2338,6954,4616
7741,2464,1319,13339,9923
7742,2911,588,9806,22210
7743,1372,1566,7921,11523
7744,6340,1319,13271,16854
7745,612,2902,9595,672
7746,4161,1811,13536,21353
7747,2220,1690,12202,16947
7748,1,943,13054,8953
7749,1,208,3141,10943
7750,398,994,6,16021
7751,1632,627,7924,1501
7752,4894,153,32,9377
7753,2608,1412,12620,362
7754,5184,2610,8070,1333
7755,1178,2064,7456,118
7756,2408,3052,12312,18117
7757,1,3093,8614,23192
7758,0,2727,3315,11565
7759,1,994,11601,23037
7760,4757,2626,9103,8181
7761,4509,1764,10996,540
7762,1,1008,9186,9786
7763,5377,1467,10929,10343
7764,1,3311,11666,4609
7765,1,1370,13339,19052
7766,4023,225,8054,4220
7767,4691,2892,8369,7725
7768,4757,2342,9103,8181
7769,5447,1518,13380,5964
7770,1,931,11907,7289
7771,5713,2757,7990,129
7772,4054,2076,11072,6149
7773,5281,2425,9276,13929
7774,1335,3004,9306,7158
7775,1,1090,9369,4235
7776,1,1700,8975,869
7777,1976,234,9977,19263
7778,2464,1337,12374,9909
7779,981,3294,9329,4233
7780,3040,2652,7484,3237
7781,2138,2766,9300,16507
7782,1004,1277,12247,20009
7783,3815,3207,12221,17833
7784,6057,2039,9381,12957
7785,227,3004,13344,2689
7786,3291,1125,7907,8622
7787,1,1674,9306,8857
7788,5707,1563,32,18280
7789,4813,3004,12878,22380
7790,5356,2523,12201,14271
7791,0,3004,10280,19134
7792,1,1957,9631,2152
7793,6188,3004,8477,18617
7794,1,175,11050,21540
7795,1,379,7427,23016
7796,6320,2353,8035,15072
7797,4555,2195,11203,166
7798,1,1484,9353,15941
7799,1345,526,9396,15721
7800,1708,3295,10333,1960
7801,6534,1021,9087,3340
7802,2808,1467,9139,3689
7803,2234,3093,7949,7925
7804,4894,436,32,9377
7805,5597,217,11794,6099
7806,1,2989,9335,16249
7807,3461,3004,4928,2421
7808,1,1533,4462,16041
7809,1791,834,12917,902
7810,0,70,10354,815
7811,3305,1180,10651,21586
7812,1580,687,10042,4564
7813,2677,3319,9263,9658
7814,4904,1298,10244,3500
7815,229,2394,10484,17605
7816,3597,287,11911,18919
7817,1,1110,7634,13323
7818,1,994,9841,23342
7819,436,2805,13538,90
7820,5356,1444,13257,14288
7821,3660,1444,13404,5965
7822,5573,3004,10243,3429
7823,2529,2610,7783,15954
7824,1,767,9233,11029
7825,2105,1873,8984,20060
7826,899,2977,7160,12148
7827,1,1483,9362,14099
7828,5983,1347,9772,20683
7829,484,2210,5827,21361
7830,6028,1344,12257,19201
7831,1,648,9588,3023
7832,2652,1442,9254,10943
7833,3815,43,12221,17833
7834,1,1254,10899,22921
7835,765,1548,32,12532
7836,1931,2048,9276,18729
7837,100,1567,7084,5617
7838,1,2333,13213,17767
7839,2596,2103,7576,16155
7840,4778,1876,2615,9245
7841,0,1386,10559,21081
7842,4493,1873,9210,6927
7843,3576,3024,8408,13297
7844,1,2474,9595,5522
7845,3270,2781,9047,20889
7846,4169,2779,8386,5832
7847,4894,2338,32,9377
7848,3888,268,13404,18572
7849,5037,2896,12654,12424
7850,3416,609,8840,1570
7851,1,2593,9066,8592
7852,2430,1098,32,22028
7853,5162,249,9725,5637
7854,1468,361,8279,9782
7855,5450,2064,11749,6806
7856,1292,2702,8312,15991
7857,4654,2235,32,3876
7858,5501,2583,12639,20925
7859,2496,1751,32,17675
7860,598,1097,12585,5926
7861,85,481,10914,21038
7862,1,2938,11178,7087
7863,137,332,9343,7846
7864,4370,455,10267,14206
7865,2256,2048,9300,13467
7866,1,2571,9343,17759
7867,5627,2751,13355,16920
7868,6269,404,8597,13155
7869,2774,2610,12271,16716
7870,1,659,6022,21233
7871,2716,444,7953,15071
7872,6488,3004,13369,8551
7873,2939,2545,9175,18813
7874,2295,2064,8346,11005
7875,817,1729,12408,20050
7876,1,2162,9595,4546
7877,1,63,32,19007
7878,5217,339,12862,22663
7879,1,1993,12052,20957
7880,4618,1813,9859,142
7881,3738,2751,7389,17600
7882,4187,3004,8074,6391
7883,1033,2425,9118,13018
7884,1,3004,13008,20941
7885,0,1232,355,922
7886,3633,568,2551,8920
7887,3798,2271,8515,14784
7888,6382,3004,32,21023
7889,1546,444,7199,4010
7890,3587,689,9803,4591
7891,4636,1444,13490,6898
7892,3070,2667,9087,12833
7893,6058,3190,8135,2657
7894,2916,1462,8930,16247
7895,3933,3004,9283,12161
7896,2219,444,324,19220
7897,5493,2659,9343,18733
7898,3759,2630,10772,12553
7899,2393,1833,11067,5030
7900,6042,1355,7265,9323
7901,138,405,13190,10798
7902,1,1091,7267,9326
7903,502,217,13518,17312
7904,2734,3004,8200,12452
7905,3454,3035,11928,9731
7906,3646,2353,8011,3665
7907,1,1723,9031,13451
7908,2186,1386,10472,12737
7909,3815,1708,12226,17837
7910,229,566,12201,17578
7911,511,1363,7948,7804
7912,2430,588,10051,22029
7913,5664,828,12131,9219
7914,4585,3004,9574,23311
7915,6193,3295,13387,13867
7916,292,2979,2840,10059
7917,6280,1811,10367,18915
7918,490,1706,12880,10051
7919,1,305,9309,14065
7920,911,3201,7576,15422
7921,137,2766,9343,7846
7922,1809,328,32,14678
7923,4596,1409,32,2280
7924,4582,749,9300,18457
7925,900,0,1313,4153
7926,2728,2610,1820,5725
7927,4813,1057,32,22383
7928,4258,937,11528,20940
7929,2530,3004,209,466
7930,2129,1136,13497,9749
7931,795,3102,10855,816
7932,3165,841,12338,16428
7933,1486,3065,12248,20425
7934,3925,2058,3743,13388
7935,2187,639,9326,8928
7936,5394,2292,13524,390
7937,0,1540,9150,3800
7938,1,1014,9139,12484
7939,1,3004,32,13045
7940,1,938,32,12723
7941,5501,3325,12642,20928
7942,1,1700,10381,1159
7943,4929,1873,9054,13454
7944,44,2744,11622,4092
7945,391,792,9147,8187
7946,4522,2377,8628,12662
7947,1710,2039,9110,8493
7948,1,2287,2067,6799
7949,4664,745,7595,11007
7950,436,3113,13541,94
7951,4190,457,13333,15481
7952,3448,2757,12459,19623
7953,705,502,12858,16761
7954,661,511,8050,12577
7955,549,2422,8323,4345
7956,1985,3129,11006,12358
7957,4420,2154,7243,22485
7958,1884,2436,10818,5445
7959,4830,1298,9300,11848
7960,4781,3004,9296,8190
7961,0,3004,2604,9194
7962,4161,3004,13541,21355
7963,864,2684,11178,19324
7964,1386,2438,8558,16241
7965,2512,1873,32,6765
7966,2878,1098,7090,115
7967,3587,689,9803,4591
7968,5707,1277,3074,18279
7969,4636,2896,12626,6890
7970,888,2058,6233,21661
7971,3787,693,13374,9096
7972,1668,2050,9353,6707
7973,4813,3004,12878,22380
7974,1,1339,13026,21050
7975,2679,2638,8391,15667
7976,1858,678,7199,5234
7977,3583,749,7982,17519
7978,3990,1240,11127,21674
7979,3148,2946,12208,16606
7980,1,2021,10327,17474
7981,731,2778,9818,22459
7982,1,994,13660,23526
7983,1760,2935,12954,828
7984,1,1370,11511,18931
7985,5285,602,8252,15077
7986,1751,2743,5551,19936
7987,1404,2049,5707,22941
7988,1,1091,13387,5391
7989,4490,527,8144,10998
7990,1,2953,11228,6936
7991,6184,3033,10243,5210
7992,337,2252,13541,5756
7993,1360,0,2127,7070
7994,1856,1335,7625,22472
7995,1393,2521,13563,1357
7996,2750,741,12076,10252
7997,1,2736,13536,23740
7998,0,1698,9800,429
7999,4278,2521,10467,13237
8000,3601,2836,10381,13937
8001,2649,1809,8079,2491
8002,4010,2801,8173,14970
8003,5058,1794,9216,7042
8004,1,2432,7425,23016
8005,4568,2048,9186,11744
8006,4784,517,12268,15324
8007,4964,2039,13672,4537
8008,1115,1730,7341,1215
8009,3457,3004,12311,18332
8010,1960,1567,9110,8923
8011,2597,399,12254,14277
8012,5011,2153,1438,22102
8013,326,1610,10753,17560
8014,172,444,8648,7739
8015,1,3182,11157,7774
8016,3695,1948,8032,2724
8017,3727,2379,10575,17553
8018,1293,2538,10867,156
8019,4076,1277,8099,9484
8020,1,1075,7148,14027
8021,3788,1358,9665,9687
8022,2135,3004,10575,22292
8023,2717,2449,7209,14365
8024,4086,1302,9031,13451
8025,4401,2338,13247,598
8026,5622,490,8620,13781
8027,2244,1514,11693,7059
8028,5183,2368,10336,10360
8029,1595,1563,7927,13538
8030,4542,2766,9353,8862
